,ID,innings,batter,bowler,batting_strength,bowling_strength,total_run
26,335995,1,['G Gambhir' 'V Sehwag' 'S Dhawan' 'Shoaib Malik'],['B Lee' 'IK Pathan' 'S Sreesanth' 'VRV Singh'],1300.6308967748123,43.90431150971817,45
27,335995,2,['K Goel' 'SM Katich' 'KC Sangakkara' 'DPMD Jayawardene'],['GD McGrath' 'Mohammad Asif' 'MF Maharoof'],421.97667017791355,21.258118571864163,55
28,335996,1,['PA Patel' 'ML Hayden' 'MEK Hussey'],['DW Steyn' 'Z Khan' 'P Kumar'],804.351223979863,80.24586868852926,36
29,335996,2,['B Chipli' 'W Jaffer' 'LRPL Taylor'],['JDP Oram' 'MS Gony'],222.87640053379815,30.630840496233937,45
30,335997,1,['BB McCullum' 'SC Ganguly' 'RT Ponting' 'DB Das' 'DJ Hussey'],['SM Pollock' 'A Nehra' 'CRD Fernando' 'DS Kulkarni' 'DJ Bravo'],497.7148515316744,59.428150632571466,40
31,335997,2,['AM Rahane' 'ST Jayasuriya' 'MK Pandey' 'RV Uthappa' 'DJ Bravo'],['AB Agarkar' 'I Sharma' 'AB Dinda'],1192.5733143178581,55.4011763787654,38
32,335998,1,['G Gambhir' 'V Sehwag' 'S Dhawan'],['DW Steyn' 'Z Khan' 'P Kumar'],1715.4289508017907,80.24586868852926,58
33,335998,2,['P Kumar' 'LRPL Taylor' 'W Jaffer' 'JH Kallis' 'R Dravid'],['GD McGrath' 'Mohammad Asif' 'VY Mahesh'],514.6963460877727,20.79575545267653,55
34,335999,1,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs'],['S Sreesanth' 'IK Pathan' 'VRV Singh'],454.0170795185133,45.70863853891583,50
35,335999,2,['SE Marsh' 'RR Sarwan'],['RP Singh' 'DNT Zoysa' 'Shahid Afridi' 'SB Bangar'],526.7987739756322,31.721133273951878,41
36,336000,1,['GC Smith' 'SA Asnodkar' 'M Kaif'],['AB Dinda' 'I Sharma' 'AB Agarkar' 'Umar Gul'],224.52551637533088,44.90823522525053,45
37,336000,2,['Salman Butt' 'SC Ganguly' 'AB Agarkar' 'BJ Hodge'],['SR Watson' 'Sohail Tanvir' 'SK Trivedi'],345.7952933524791,49.2572872109749,51
38,336001,1,['PA Patel' 'SP Fleming' 'S Vidyut'],['GD McGrath' 'Mohammad Asif' 'VY Mahesh' 'PJ Sangwan'],451.7993864149896,25.348307817577574,47
39,336001,2,['G Gambhir' 'V Sehwag'],['M Ntini' 'MS Gony' 'JA Morkel'],1358.734897664685,41.70422004061385,64
40,336002,1,['AC Gilchrist' 'HH Gibbs'],['A Kumble' 'DW Steyn' 'JH Kallis'],606.923013189209,59.65547034932379,41
41,336002,2,['JH Kallis' 'W Jaffer' 'Misbah-ul-Haq'],['WPUJC Vaas' 'RP Singh' 'SB Bangar' 'DP Vijaykumar'],391.6235484490639,32.90599488700053,43
42,336003,1,['SE Marsh' 'JR Hopes' 'KC Sangakkara'],['I Sharma' 'AB Agarkar' 'AB Dinda'],627.8652418935793,55.4011763787654,49
43,336003,2,"['Mohammad Hafeez' 'SC Ganguly' 'BJ Hodge' 'DB Das' 'LR Shukla'
 'DJ Hussey']",['S Sreesanth' 'IK Pathan'],352.48837982388886,55.47698521178794,31
44,336004,1,['YV Takawale' 'ST Jayasuriya'],['GD McGrath' 'Mohammad Asif' 'VY Mahesh'],225.21483075302103,20.79575545267653,50
45,336004,2,['G Gambhir' 'V Sehwag' 'S Dhawan' 'AB de Villiers'],['SM Pollock' 'A Nehra' 'DJ Bravo'],1776.5738462243714,70.67818840126712,37
46,336005,1,['PA Patel' 'S Vidyut' 'SP Fleming' 'SK Raina' 'S Badrinath' 'MS Dhoni'],['Sohail Tanvir' 'SR Watson' 'MM Patel' 'SK Trivedi'],1001.2449728171881,50.57200854326201,38
47,336005,2,['GC Smith' 'SA Asnodkar'],['M Ntini' 'MS Gony'],267.5520100281126,29.296986278028534,44
48,336006,1,['W Jaffer' 'CL White' 'JH Kallis' 'V Kohli' 'R Dravid'],['S Sreesanth' 'IK Pathan' 'Gagandeep Singh'],990.1807785809191,43.49894252214434,26
49,336006,2,['SE Marsh' 'JR Hopes' 'RR Sarwan'],['DW Steyn' 'Z Khan' 'P Kumar' 'JH Kallis'],419.0990452706289,75.85179191134571,52
50,336007,1,['PA Patel' 'S Anirudha' 'SP Fleming' 'SK Raina' 'S Badrinath'],['DP Vijaykumar' 'RP Singh' 'SB Styris'],815.5058060264889,36.31212231179651,34
51,336007,2,['AC Gilchrist' 'HH Gibbs' 'SB Styris'],['M Ntini' 'MS Gony' 'JA Morkel'],433.82955676721963,41.70422004061385,50
52,336008,1,['GC Smith' 'SA Asnodkar' 'YK Pathan' 'SR Watson'],['SM Pollock' 'A Nehra' 'DS Kulkarni'],821.9782669515255,53.58355589122596,48
53,336008,2,['YV Takawale' 'ST Jayasuriya'],['Sohail Tanvir' 'MM Patel' 'SK Trivedi'],225.21483075302103,42.60682342377674,34
54,336009,1,['G Gambhir' 'V Sehwag' 'AB de Villiers' 'S Dhawan'],['MS Gony' 'JA Morkel'],1776.5738462243714,53.13827171082016,50
55,336009,2,['S Vidyut' 'SP Fleming'],['GD McGrath' 'Mohammad Asif' 'VY Mahesh' 'PJ Sangwan'],107.54144260106789,25.348307817577574,62
56,336010,1,['A Chopra' 'BJ Hodge' 'SC Ganguly' 'DJ Hussey'],['DW Steyn' 'Z Khan' 'P Kumar' 'R Vinay Kumar'],438.6919075142391,79.96588411126473,41
57,336010,2,['J Arunkumar' 'S Chanderpaul' 'MV Boucher' 'R Dravid'],['AB Dinda' 'I Sharma' 'Umar Gul' 'SC Ganguly'],289.4753462324069,40.92240289315873,35
58,336011,1,['AC Gilchrist' 'HH Gibbs'],['Sohail Tanvir' 'SR Watson' 'MM Patel'],606.923013189209,48.53944254560324,50
59,336011,2,['GC Smith' 'YK Pathan'],['DP Vijaykumar' 'RP Singh' 'SB Styris' 'PP Ojha'],790.1979630901739,44.589926174408504,50
60,336012,1,['MV Boucher' 'SP Goswami' 'Misbah-ul-Haq'],['SM Pollock' 'A Nehra' 'CRD Fernando'],145.56053706454648,36.45619203338804,36
61,336012,2,['ST Jayasuriya' 'SR Tendulkar'],['A Kumble' 'DW Steyn' 'P Kumar' 'R Vinay Kumar'],642.2862917896201,69.94850212914736,39
62,336013,1,['S Vidyut' 'SK Raina' 'SP Fleming' 'S Badrinath'],['S Sreesanth' 'IK Pathan' 'VRV Singh'],735.9395836954177,45.70863853891583,53
63,336013,2,['SE Marsh' 'JR Hopes' 'K Goel' 'RR Sarwan'],['MS Gony' 'JA Morkel'],344.6581452799292,53.13827171082016,35
64,336014,1,['Salman Butt' 'SC Ganguly' 'A Chopra'],['WPUJC Vaas' 'DP Vijaykumar' 'SB Styris' 'RP Singh'],246.70967523483253,31.869508400514043,43
65,336014,2,['AC Gilchrist' 'HH Gibbs' 'DB Ravi Teja' 'SB Styris' 'RG Sharma'],['AB Dinda' 'I Sharma' 'Umar Gul'],752.2019132320622,47.51479115913228,55
66,336015,1,['G Gambhir' 'V Sehwag'],['AD Mascarenhas' 'SR Watson' 'MM Patel'],1358.734897664685,49.244305280651446,47
67,336015,2,['YK Pathan' 'GC Smith' 'M Kaif' 'SR Watson'],['GD McGrath' 'MF Maharoof' 'PJ Sangwan'],805.3888782859531,27.591423179698655,21
68,336016,1,['J Arunkumar' 'V Kohli' 'Misbah-ul-Haq' 'R Dravid' 'CL White'],['S Sreesanth' 'IK Pathan' 'PP Chawla'],799.2786007309929,74.64217750512704,50
69,336016,2,['SE Marsh' 'JR Hopes'],['DW Steyn' 'Z Khan' 'P Kumar'],596.1101063674818,80.24586868852926,42
70,336017,1,['Salman Butt' 'A Chopra'],['GD McGrath' 'PJ Sangwan' 'VY Mahesh'],82.40710963455149,27.129060060511023,35
71,336017,2,"['G Gambhir' 'V Sehwag' 'AB de Villiers' 'MK Tiwary' 'TM Dilshan'
 'S Dhawan']",['Shoaib Akhtar' 'I Sharma' 'AB Dinda'],1383.0426202758943,45.578223952539496,37
72,336018,1,['S Vidyut' 'SP Fleming' 'SK Raina' 'S Badrinath'],['SM Pollock' 'A Nehra' 'DJ Bravo'],735.9395836954177,70.67818840126712,28
73,336018,2,['ST Jayasuriya' 'SR Tendulkar'],['MS Gony' 'JA Morkel'],642.2862917896201,53.13827171082016,78
74,336019,1,['SE Marsh' 'JR Hopes'],['MM Patel' 'SR Watson' 'Pankaj Singh'],596.1101063674818,51.023876615109806,51
75,336019,2,['M Kaif' 'NK Patel' 'Younis Khan' 'SR Watson'],['IK Pathan' 'S Sreesanth' 'JR Hopes'],435.4377308422486,45.36276366035572,38
76,336020,1,['G Gambhir' 'V Sehwag' 'S Dhawan'],['DP Vijaykumar' 'RP Singh' 'PM Sarvesh Kumar'],1715.4289508017907,35.337563075140494,48
77,336020,2,['AC Gilchrist' 'Shahid Afridi' 'HH Gibbs'],['GD McGrath' 'Mohammad Asif' 'MF Maharoof'],432.86987111164655,21.258118571864163,71
78,336021,1,['Salman Butt' 'A Chopra' 'SC Ganguly' 'DJ Hussey' 'Mohammad Hafeez'],['SM Pollock' 'A Nehra' 'DJ Bravo'],268.76036889555667,70.67818840126712,27
79,336021,2,['ST Jayasuriya' 'SR Tendulkar' 'RV Uthappa' 'DJ Thornely'],['Shoaib Akhtar' 'I Sharma' 'AB Agarkar'],813.0155269717467,38.37139156590647,68
80,336022,1,['G Gambhir' 'V Sehwag'],['S Sreesanth' 'IK Pathan' 'VRV Singh'],1358.734897664685,45.70863853891583,68
81,336022,2,['SE Marsh' 'JR Hopes' 'Yuvraj Singh' 'LA Pomersbach' 'DPMD Jayawardene'],['GD McGrath' 'PJ Sangwan' 'A Mishra' 'V Sehwag'],636.5759524891498,48.18864334346664,73
82,336023,1,['GC Smith' 'SA Asnodkar'],['Z Khan' 'P Kumar' 'JH Kallis'],267.5520100281126,75.41591706845055,51
83,336023,2,['J Arunkumar' 'V Kohli' 'Misbah-ul-Haq' 'JH Kallis' 'CL White'],['Sohail Tanvir' 'MM Patel'],821.4160966721626,35.57538186754594,23
84,336024,1,['ST Jayasuriya' 'SR Tendulkar' 'DJ Thornely'],['DP Vijaykumar' 'DNT Zoysa' 'Y Venugopal Rao' 'RP Singh'],442.4130834153023,33.66413726851248,57
85,336024,2,['AC Gilchrist' 'Shahid Afridi' 'RG Sharma' 'Y Venugopal Rao' 'LPC Silva'],['A Nehra' 'DJ Bravo' 'CRD Fernando' 'RR Raje'],734.3339221235831,57.03966200715176,32
86,336025,1,['Salman Butt' 'Mohammad Hafeez' 'SC Ganguly' 'DB Das'],['M Ntini' 'MS Gony'],226.21586798310673,29.296986278028534,35
87,336025,2,['PA Patel' 'SP Fleming'],['Shoaib Akhtar' 'I Sharma' 'AB Dinda' 'AB Agarkar'],628.5672861442235,43.45580982030594,43
88,336026,1,['JH Kallis' 'B Chipli' 'SP Goswami'],['GD McGrath' 'PJ Sangwan' 'VY Mahesh'],432.1504008038507,27.129060060511023,41
89,336026,2,['G Gambhir' 'V Sehwag'],['DW Steyn' 'Z Khan' 'P Kumar' 'JH Kallis'],1358.734897664685,75.85179191134571,71
90,336027,1,['Salman Butt' 'Mohammad Hafeez' 'SC Ganguly'],['Sohail Tanvir' 'MM Patel' 'SR Watson'],248.40205618721347,48.53944254560324,32
91,336027,2,['GC Smith' 'SA Asnodkar' 'Sohail Tanvir' 'SR Watson'],['AB Dinda' 'I Sharma' 'AB Agarkar' 'Umar Gul'],522.5324469068354,44.90823522525053,42
92,336028,1,['SE Marsh' 'JR Hopes' 'LA Pomersbach'],['SM Pollock' 'A Nehra' 'VS Yeligati'],450.75073130040255,32.15703708024213,43
93,336028,2,['ST Jayasuriya' 'SR Tendulkar' 'DR Smith'],['S Sreesanth' 'IK Pathan' 'VRV Singh'],742.9632590485062,45.70863853891583,68
94,336029,1,['JH Kallis' 'SP Goswami' 'V Kohli' 'R Dravid'],['M Ntini' 'MS Gony'],1150.0420779900376,29.296986278028534,23
95,336029,2,['PA Patel' 'SP Fleming'],['DW Steyn' 'P Kumar' 'A Kumble' 'JH Kallis'],628.5672861442235,65.83440992922834,44
96,336031,1,['AC Gilchrist' 'HH Gibbs'],['S Sreesanth' 'VRV Singh' 'RR Powar'],606.923013189209,30.43943450807149,42
97,336031,2,['SE Marsh' 'KC Sangakkara'],['RP Singh' 'DP Vijaykumar' 'Y Venugopal Rao' 'SB Styris'],839.9480689100578,33.519226868982514,74
98,336032,1,['ST Jayasuriya' 'SR Tendulkar'],['GD McGrath' 'B Geeves' 'MF Maharoof' 'VY Mahesh'],642.2862917896201,24.41831969032897,60
99,336032,2,['G Gambhir' 'V Sehwag' 'S Dhawan' 'MK Tiwary'],['SM Pollock' 'A Nehra' 'A Nel' 'DS Kulkarni'],1461.5433386284324,43.437666918419474,56
100,336033,1,['GC Smith' 'SA Asnodkar'],['M Ntini' 'MS Gony' 'JA Morkel'],267.5520100281126,41.70422004061385,67
101,336033,2,['PA Patel' 'SP Fleming' 'SK Raina'],['Sohail Tanvir' 'YK Pathan' 'MM Patel' 'Pankaj Singh'],1128.4269601005724,35.018220832264085,65
102,336034,1,['B Chipli' 'W Jaffer' 'V Kohli'],['DP Vijaykumar' 'RP Singh' 'SB Styris' 'Shahid Afridi'],933.4239317926539,31.231411553667197,46
103,336034,2,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs' 'RG Sharma'],['DW Steyn' 'Z Khan' 'P Kumar'],909.082937449702,80.24586868852926,33
104,336035,1,['SE Marsh' 'JR Hopes' 'KC Sangakkara'],['Umar Gul' 'I Sharma' 'BAW Mendis'],627.8652418935793,34.68820332305376,47
105,336035,2,['Salman Butt' 'SC Ganguly' 'DB Das' 'DJ Hussey'],['IK Pathan' 'S Sreesanth' 'RR Powar'],350.7055012478568,45.61289762898883,51
106,336036,1,['ST Jayasuriya' 'SR Tendulkar'],['Sohail Tanvir' 'SR Watson' 'Pankaj Singh' 'YK Pathan'],642.2862917896201,40.00606867266271,29
107,336036,2,['Kamran Akmal' 'SA Asnodkar' 'YK Pathan' 'SR Watson'],['SM Pollock' 'A Nehra' 'CRD Fernando'],765.6674751781759,36.45619203338804,36
108,336037,1,['AC Gilchrist' 'HH Gibbs' 'SB Styris' 'Y Venugopal Rao'],['M Ntini' 'MS Gony'],431.17155857458897,29.296986278028534,26
109,336037,2,['PA Patel' 'SP Fleming' 'SK Raina'],['RP Singh' 'DP Vijaykumar' 'Shahid Afridi'],1128.4269601005724,35.382197386871574,44
110,336038,1,['GC Smith' 'SA Asnodkar'],['GD McGrath' 'Mohammad Asif' 'VY Mahesh'],267.5520100281126,20.79575545267653,58
111,336038,2,['G Gambhir' 'V Sehwag' 'S Dhawan' 'MK Tiwary' 'TM Dilshan'],['Sohail Tanvir' 'SR Watson' 'MM Patel'],1267.6494378326502,48.53944254560324,28
112,336039,1,"['SE Marsh' 'JR Hopes' 'KC Sangakkara' 'Yuvraj Singh' 'DPMD Jayawardene'
 'IK Pathan']",['M Muralitharan' 'M Ntini' 'MS Gony'],699.8763514830339,38.14229924069708,35
113,336039,2,['PA Patel' 'S Vidyut' 'SK Raina'],['IK Pathan' 'S Sreesanth' 'RR Powar' 'VRV Singh'],1122.2417230042083,40.75265952003453,35
114,336040,1,['PA Patel' 'S Vidyut' 'SK Raina'],['Sohail Tanvir' 'SR Watson' 'MM Patel' 'YK Pathan'],1122.2417230042083,47.613138456821474,42
115,336040,2,['NK Patel' 'SA Asnodkar' 'Kamran Akmal'],['M Ntini' 'MS Gony'],131.69834883707125,29.296986278028534,41
116,392181,1,['ST Jayasuriya' 'SR Tendulkar' 'S Dhawan'],['MS Gony' 'T Thushara' 'A Flintoff'],1237.7965468850807,24.416254982254983,40
117,392181,2,['PA Patel' 'SK Raina' 'ML Hayden' 'A Flintoff'],['SL Malinga' 'Z Khan' 'DJ Bravo'],950.5341779998887,102.52110510047646,40
118,392182,1,['JD Ryder' 'LRPL Taylor' 'KP Pietersen' 'RV Uthappa' 'R Dravid'],['AD Mascarenhas' 'Kamran Khan' 'MM Patel'],788.7129712217336,29.725795279513864,29
119,392182,2,['GC Smith' 'SA Asnodkar' 'NK Patel' 'T Henderson'],['P Kumar' 'DW Steyn' 'R Vinay Kumar'],162.29080340115308,80.21885849614809,14
120,392183,1,['RS Bopara' 'K Goel'],['DP Nannes' 'AM Salvi' 'PJ Sangwan' 'VY Mahesh'],184.9290586863038,26.93679076072774,67
121,392183,2,['G Gambhir' 'V Sehwag'],['IK Pathan' 'YA Abdulla' 'VS Malik' 'VRV Singh' 'PP Chawla'],1358.734897664685,49.75745369879373,58
122,392184,1,['BB McCullum' 'CH Gayle' 'SC Ganguly' 'BJ Hodge' 'A Chopra'],['FH Edwards' 'RP Singh' 'Harmeet Singh'],849.4022745801036,37.4802445139408,21
123,392184,2,['AC Gilchrist' 'HH Gibbs' 'VVS Laxman' 'RG Sharma'],['AB Dinda' 'I Sharma'],909.082937449702,64.55748085634548,37
124,392185,1,['PA Patel' 'ML Hayden'],['P Kumar' 'DW Steyn' 'JH Kallis' 'R Vinay Kumar'],803.8794125194585,75.83153426705982,68
125,392185,2,['P Kumar' 'JH Kallis' 'RV Uthappa' 'LRPL Taylor'],['MS Gony' 'L Balaji' 'JA Morkel'],881.031575121845,55.30477634626544,46
126,392186,1,['RS Bopara' 'K Goel' 'IK Pathan'],['I Sharma' 'AB Dinda' 'MC Henriques'],284.96431068184387,56.57516655886656,46
127,392186,2,['BB McCullum' 'CH Gayle' 'BJ Hodge'],['IK Pathan' 'YA Abdulla' 'VS Malik'],1207.9721888217077,36.54758706966394,60
128,392188,1,['AC Gilchrist' 'HH Gibbs' 'VVS Laxman'],['P Kumar' 'DW Steyn' 'JH Kallis'],454.0170795185133,74.7334022295894,62
129,392188,2,['JD Ryder' 'JH Kallis' 'RV Uthappa' 'KP Pietersen'],['FH Edwards' 'RP Singh' 'Harmeet Singh'],905.2474052310212,37.4802445139408,31
130,392189,1,['G Gambhir' 'AB de Villiers' 'V Sehwag' 'TM Dilshan'],['L Balaji' 'MS Gony' 'JA Morkel' 'A Flintoff'],1292.3880406177511,46.601309532426356,59
131,392189,2,['PA Patel' 'ML Hayden' 'SK Raina'],['DP Nannes' 'A Nehra' 'AM Salvi' 'PJ Sangwan'],1245.3017110173957,39.948818814340456,61
132,392190,1,['GC Smith' 'PC Valthaty' 'RJ Quiney' 'YK Pathan'],['I Sharma' 'Anureet Singh' 'AB Agarkar'],473.0736478510032,44.44115226695129,54
133,392190,2,['CH Gayle' 'BB McCullum' 'LR Shukla'],['YK Pathan' 'AD Mascarenhas'],1079.4958738060507,31.79170279529469,38
134,392190,3,['CH Gayle' 'BB McCullum'],['Kamran Khan'],1521.5297093798522,15.912033898305085,15
135,392190,4,['YK Pathan'],['BAW Mendis'],1250.1219898561799,20.229301075268815,18
136,392191,1,['JD Ryder' 'RV Uthappa' 'JH Kallis' 'KP Pietersen' 'R Dravid'],['RR Bose' 'IK Pathan' 'YA Abdulla'],901.4927843611371,30.811318725848423,49
137,392191,2,['RS Bopara' 'K Goel'],['P Kumar' 'Pankaj Singh' 'JH Kallis' 'R Vinay Kumar'],184.9290586863038,62.563653507924094,44
138,392192,1,['AC Gilchrist' 'HH Gibbs'],['SL Malinga' 'Z Khan' 'DJ Bravo' 'Harbhajan Singh'],606.923013189209,105.28587020598283,55
139,392192,2,['ST Jayasuriya' 'SR Tendulkar' 'JP Duminy'],['FH Edwards' 'RP Singh' 'Harmeet Singh'],703.3090584719916,37.4802445139408,50
140,392194,1,['JH Kallis' 'KP Pietersen' 'RV Uthappa' 'LRPL Taylor'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],945.3299849451934,47.98139211875431,45
141,392194,2,['G Gambhir' 'V Sehwag' 'TM Dilshan' 'AB de Villiers'],['R Vinay Kumar' 'Pankaj Singh' 'JH Kallis'],1292.3880406177511,55.2944617875848,43
142,392195,1,['RS Bopara' 'KC Sangakkara' 'Yuvraj Singh'],['Kamran Khan' 'AD Mascarenhas' 'MM Patel' 'YK Pathan'],677.2711447461348,33.502903007254446,38
143,392195,2,"['SA Asnodkar' 'GC Smith' 'RJ Quiney' 'YK Pathan' 'AD Mascarenhas'
 'RA Jadeja']",['RR Powar' 'IK Pathan' 'YA Abdulla' 'VRV Singh'],487.3462284525974,35.172655958526875,32
144,392196,1,['PA Patel' 'SK Raina' 'ML Hayden'],['FH Edwards' 'RP Singh' 'DR Smith' 'Y Venugopal Rao'],1245.3017110173955,34.635182757520035,62
145,392196,2,['AC Gilchrist' 'HH Gibbs' 'VVS Laxman'],['L Balaji' 'MS Gony' 'JA Morkel' 'M Muralitharan' 'SK Raina'],454.0170795185133,52.12395406677255,69
146,392197,1,['ST Jayasuriya' 'SR Tendulkar'],['I Sharma' 'AB Dinda' 'SC Ganguly'],642.2862917896201,50.08673326930968,61
147,392197,2,['BB McCullum' 'CH Gayle' 'BJ Hodge' 'SC Ganguly'],['Z Khan' 'SL Malinga' 'DJ Bravo' 'Harbhajan Singh'],1049.8078432251295,105.28587020598283,47
148,392198,1,['G Gambhir' 'V Sehwag' 'AB de Villiers' 'TM Dilshan'],['AD Mascarenhas' 'Kamran Khan' 'MM Patel'],1292.3880406177511,29.725795279513864,42
149,392198,2,['RJ Quiney' 'GC Smith' 'SA Asnodkar' 'PC Valthaty'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],211.75067131997264,47.98139211875431,33
150,392199,1,['BB McCullum' 'BJ Hodge' 'CH Gayle' 'SC Ganguly'],['KP Pietersen' 'RE van der Merwe' 'Pankaj Singh' 'P Kumar' 'A Kumble'],1049.8078432251295,37.499450214254274,45
151,392199,2,['JH Kallis' 'SP Goswami'],['I Sharma' 'AB Agarkar' 'M Kartik' 'CH Gayle'],574.394351205776,45.605039380521134,46
152,392200,1,['RS Bopara' 'K Goel' 'KC Sangakkara' 'Yuvraj Singh'],['Z Khan' 'SL Malinga' 'Harbhajan Singh' 'DJ Bravo'],538.2872198865587,105.28587020598283,26
153,392200,2,['ST Jayasuriya' 'S Dhawan' 'SR Tendulkar' 'JP Duminy' 'DJ Bravo'],['IK Pathan' 'VS Malik' 'RR Powar' 'YA Abdulla'],1035.151382672169,33.881870918095615,23
154,392201,1,['AC Gilchrist' 'HH Gibbs' 'AA Bilakhia' 'RG Sharma'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],886.3223162236034,47.98139211875431,37
155,392201,2,['G Gambhir' 'V Sehwag' 'AB de Villiers' 'TM Dilshan'],['FH Edwards' 'RP Singh' 'Shoaib Ahmed'],1292.3880406177511,33.093162322314434,41
156,392202,1,['PA Patel' 'ML Hayden' 'SK Raina' 'S Badrinath'],['AD Mascarenhas' 'YK Pathan'],1084.108568654613,31.79170279529469,40
157,392202,2,['RJ Quiney' 'GC Smith' 'SA Asnodkar' 'RA Jadeja'],['S Tyagi' 'JA Morkel' 'JDP Oram'],402.49634521485115,37.0588173654453,38
158,392203,1,['ST Jayasuriya' 'SR Tendulkar' 'Harbhajan Singh' 'AM Nayar'],['I Sharma' 'AB Dinda' 'LR Shukla' 'M Kartik'],485.4206203660935,48.904775227489495,40
